StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q196,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,agent_level,bonus_group
2025-08-14 07:39:29,2025-08-14 07:59:20,IP Address,81.178.112.154,100,1190,True,2025-08-14 07:59:20,R_8PRHePzIrgZ3Wpw,,,,,53.4495,-2.3432,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,2560x1440,1.549,1.549,2.466,1,I confirm my participation in the study,5bb775b0f1f9ba000140e7b3,0,0,11.945,0,0,0,2.188,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,3.869,868.02,870.057,2,,4242,,,,,,,,,,,,0,0,3.565,0,,4.517,128.073,129.525,2,APPL1,4.553,5.866,10.366,2,I will play myself,i can do better,1.824,27.24,28.283,2,2323,0.97,17.419,19.463,12,43,M,United Kingdom,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",6,7. Strongly agree,7. Strongly agree,1. Strongly disagree,6,,,9877548739,,4,5bb775b0f1f9ba000140e7b3,APPL1,2323
2025-08-14 07:27:34,2025-08-14 08:00:02,IP Address,74.80.146.143,100,1948,True,2025-08-14 08:00:04,R_6agfvMs9PTbJ58Z,,,,,37.751,-97.822,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1536x864,16.26,16.26,19.127,1,I confirm my participation in the study,67ee52fbbc516336cfa87256,156.742,279.482,285.392,3,70.269,70.269,75.981,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,1.376,286.152,288.933,3,,4242,,,,,,,,,,,,0,0,41.087,0,,8.142,517.732,519.179,4,APPL1,18.074,20.604,73.02,3,I will play myself,The AI agent made some mistakes that can be easily skiped by me,1.97,89.632,91.433,2,2321,1.376,28.323,32.279,12,37,M,United states,,Bachelor level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",6,6,6,1. Strongly disagree,6,,,1257229808,,2,67ee52fbbc516336cfa87256,APPL1,2321
2025-08-14 07:28:15,2025-08-14 08:00:19,IP Address,99.113.32.156,100,1923,True,2025-08-14 08:00:20,R_5DkguEFZlOpyLWp,,,,,37.5742,-122.325,anonymous,EN,Chrome,138.0.0.0,Macintosh,1680x1050,5.288,5.288,6.765,1,I confirm my participation in the study,680d85e020df383491477a41,125.093,181.88,183.193,5,34.654,51.188,52.15,4,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,19.945,663.188,665.849,3,,4242,,32.262,107.834,108.965,4,,11.052,431.031,434.05,2,APPL2,,,,,,,,,,,27.875,81.993,82.922,4,I will let the AI agent play,"I am curious and will let the AI agent play to see the results of the training. ",,,,,,2.524,50.707,51.616,13,57,F,United states,,Master level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,7. Strongly agree,7. Strongly agree,2,6,,,6142971756,,0,680d85e020df383491477a41,APPL2,APPL2
2025-08-14 08:00:28,2025-08-14 08:17:59,IP Address,109.175.136.206,100,1050,True,2025-08-14 08:18:00,R_81ugRBOuxkzBpqp,,,,,55.8862,-3.3377,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,11.171,11.171,12.103,1,I confirm my participation in the study,677bf069c64e31606c2bd260,0,0,74.391,0,0,0,31.431,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,28.674,249.424,253.055,3,,4242,,,,,,,,,,,,0,0,61.249,0,,2.463,392.754,394.988,2,APPL3,10.814,11.496,23.17,2,I will play myself,the avatar is difficult to communiacte too,2.014,53.265,54.46,2,2323,1.055,21.272,22.083,12,20,M,United Kingdom,,Bachelor level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",4. Neither agree nor disagree,6,6,4. Neither agree nor disagree,4. Neither agree nor disagree,,,6849626023,,4,677bf069c64e31606c2bd260,APPL3,2323
2025-08-14 07:31:04,2025-08-14 08:20:05,IP Address,86.26.5.215,100,2940,True,2025-08-14 08:20:06,R_8CBMTO2U5NwJnli,,,,,51.5909,-0.0215,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,2.357,2.357,3.131,1,I confirm my participation in the study,63fbd3e8b4865c6e1fb04614,396.971,541.832,542.247,3,3.4,8.015,8.416,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,4.001,1717.887,1720.156,9,,4242,,,,,,,,,,,,5.362,5.362,13.214,1,,0.765,357.615,359.565,17,APPL1,2.046,7.253,15.832,3,I will let the AI agent play,"That is the correct way ",,,,,,1.122,10.647,11.275,12,23,M,United Kingdom,,Bachelor level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,,,2290844782,,1,63fbd3e8b4865c6e1fb04614,APPL1,APPL1
2025-08-14 07:21:52,2025-08-14 07:32:02,IP Address,73.246.175.5,65,609,False,2025-08-14 08:21:57,R_6CPjOM1JQyWQ9mo,,,,,41.8502,-87.6736,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1.188,1.188,2.075,1,I confirm my participation in the study,641357b26802e397b5627d5e,21.083,21.083,31.075,1,0,0,8.868,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,3.505,105.373,107.893,3,,4242,,,,,,,,,,,,0,0,26.469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6527628080,,3,641357b26802e397b5627d5e,,
2025-08-14 07:50:33,2025-08-14 08:24:42,IP Address,82.34.93.222,100,2048,True,2025-08-14 08:24:42,R_2flDAPDbtAOgd66,,,,,51.1278,-3.0001,anonymous,EN,Chrome,139.0.0.0,Macintosh,1680x1050,8.806,8.806,10.423,1,I confirm my participation in the study,672e01821d9cf8b3b36364b5,0,0,69.63,0,0,0,28.101,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,43.874,935.028,936.991,5,,4242,,,,,,,,,,,,0,0,103.162,0,,3.534,584.897,586.613,4,APPL2,8.16,9.155,27.302,2,I will play myself,I feel I am more efficient and the AI needs lots of corrections,25.252,84.536,85.992,2,2323,1.612,26.136,26.971,10,41,F,United Kingdom,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,6,3,5,,,9097577299,,1,672e01821d9cf8b3b36364b5,APPL2,2323
2025-08-14 07:25:01,2025-08-14 07:32:56,IP Address,174.218.54.58,54,475,False,2025-08-14 08:25:03,R_5lBNVHy4O2xthZv,,,,,32.536,-85.8933,anonymous,EN,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x768,6.341,9.923,11,2,I confirm my participation in the study,610d7c6a95a9ebcd19ba63ab,3.936,36.21,42.161,2,0,0,11.854,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,8.212,186.638,190.224,3,,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427014100,,4,610d7c6a95a9ebcd19ba63ab,,
2025-08-14 07:25:31,2025-08-14 07:25:54,IP Address,68.7.214.61,8,23,False,2025-08-14 08:25:35,R_616cZiWJLjSUKaZ,,,,,32.6065,-117.058,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1.943,1.943,12.548,1,I confirm my participation in the study,5d8a64630ffb9c001746ca2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438753698,,3,5d8a64630ffb9c001746ca2c,,
2025-08-14 07:26:32,2025-08-14 07:32:37,IP Address,70.174.230.53,65,364,False,2025-08-14 08:26:37,R_3JUSakiEJiGC9ZT,,,,,35.483,-97.5363,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,0,0,2.926,0,I confirm my participation in the study,62b628e4351d179f1ff6cc59,0,0,12.978,0,6.411,7.011,7.791,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,5.394,209.348,210.643,4,,4242,,,,,,,,,,,,0,0,0.555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6544366310,,1,62b628e4351d179f1ff6cc59,,
2025-08-14 07:27:39,2025-08-14 07:52:10,IP Address,38.158.130.141,35,1471,False,2025-08-14 08:27:43,R_5Gv77Y8G5RlQ8vV,,,,,32.2879,-106.7591,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,2560x1440,4.78,559.027,560.6,2,I confirm my participation in the study,558957c3fdf99b6be52eb070,26.633,40.528,109.31,3,17.372,25.997,45.791,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6469939326,,2,558957c3fdf99b6be52eb070,,
2025-08-14 07:28:31,2025-08-14 08:02:18,IP Address,73.214.25.103,35,2027,False,2025-08-14 08:28:36,R_7q8A8ie9mpuzlwJ,,,,,40.064,-80.7209,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1600x900,912.984,914.205,915.237,2,I confirm my participation in the study,6724260700cede758eb0c062,53.34,86.485,129.216,2,3.793,36.634,53.067,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6284507207,,3,6724260700cede758eb0c062,,
2025-08-14 07:29:36,2025-08-14 07:29:59,IP Address,65.126.126.220,8,23,False,2025-08-14 08:29:40,R_5wpGl7vKUufyJG2,,,,,41.5583,-111.8343,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1707x1067,3.659,3.659,5.476,1,I confirm my participation in the study,6512d75a240112657b048033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128865440,,4,6512d75a240112657b048033,,
2025-08-14 07:29:50,2025-08-14 07:47:18,IP Address,109.180.216.118,65,1048,False,2025-08-14 08:29:50,R_8EG5TL8SN8Mt28d,,,,,52.6562,1.3277,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,8.534,8.534,10.36,1,I confirm my participation in the study,5f27f6a0e13d4e05d048335f,0,0,132.311,0,0,0,28.67,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,25.257,341.04,343.853,2,,4242,,,,,,,,,,,,0,0,64.426,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9502255570,,1,5f27f6a0e13d4e05d048335f,,
2025-08-14 07:46:40,2025-08-14 08:31:25,IP Address,86.160.243.18,100,2684,True,2025-08-14 08:31:25,R_8ms5DwrytrxTeJX,,,,,51.4484,-1.0097,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,63.004,63.004,65.303,1,I confirm my participation in the study,669a4f388b2de8df723faf1e,0,0,94.619,0,0,0,37.888,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,30.055,1620.556,1627.313,9,,4242,,,,,,,,,,,,0,0,77.26,0,,6.927,458.584,462.401,5,APPL3,9.305,10.873,20.511,2,I will play myself,i think ill play  better,3.067,74.212,77.976,2,2323,2.187,31.767,32.954,10,46,F,United Kingdom,,"PhD, MD, or other doctoral degree",,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",3,2,4. Neither agree nor disagree,2,4. Neither agree nor disagree,,,6055196314,,2,669a4f388b2de8df723faf1e,APPL3,2323
2025-08-14 07:31:29,2025-08-14 07:47:22,IP Address,89.34.228.91,35,952,False,2025-08-14 08:31:33,R_1dSxlfjceGH3BuN,,,,,32.505,-92.1239,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1280x720,18.578,18.578,20.021,1,I confirm my participation in the study,67ea8e9f51f8c1e6ffbb8f3b,608.315,608.315,611.598,1,0,0,120.24,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9158275458,,3,67ea8e9f51f8c1e6ffbb8f3b,,
2025-08-14 07:32:06,2025-08-14 07:50:11,IP Address,78.63.246.227,35,1084,False,2025-08-14 08:32:08,R_8ydNxVqn7wNuuWm,,,,,51.5485,-0.2501,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,5.614,5.614,7.645,1,I confirm my participation in the study,5a9fa90f873cda00010d29d8,262.878,316.896,318.239,4,1.559,51.242,51.908,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548792375,,2,5a9fa90f873cda00010d29d8,,
2025-08-14 07:34:54,2025-08-14 08:08:10,IP Address,151.227.136.114,35,1995,False,2025-08-14 08:34:55,R_8dKvcTxWTjO7jV3,,,,,50.9656,-1.3379,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1366x768,8.629,9.801,11.5,2,I confirm my participation in the study,5ebebcf619a604258a233c4f,4.153,123.558,124.762,3,33.562,47.875,48.747,5,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9532846786,,4,5ebebcf619a604258a233c4f,,
2025-08-14 07:35:50,2025-08-14 07:38:43,IP Address,109.152.1.105,42,172,False,2025-08-14 08:35:51,R_8vdWKvUL5Q6onTO,,,,,51.4072,-0.0738,anonymous,EN,Firefox,128.0,Macintosh,1280x800,1.707,1.707,2.487,1,I confirm my participation in the study,5ea824f580b9ef228f589930,0,0,10.305,0,0,0,4.671,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,8.282,80.234,81.756,3,,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8827187692,,3,5ea824f580b9ef228f589930,,
2025-08-14 07:36:22,2025-08-14 07:42:43,IP Address,157.125.78.70,35,380,False,2025-08-14 08:36:25,R_22iCK0NFYZqo7rH,,,,,51.381,0.115,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1920x1080,2.499,2.499,8.648,1,I confirm my participation in the study,5d7f598628843a00181eb444,112.17,132.96,134.821,2,0,0,19.866,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230292635,,2,5d7f598628843a00181eb444,,
2025-08-14 08:07:54,2025-08-14 08:37:16,IP Address,94.7.27.195,100,1762,True,2025-08-14 08:37:18,R_20NhsB3LJyjDYf8,,,,,51.8686,-2.2446,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,2.331,2.331,3.07,1,I confirm my participation in the study,61688d6c15deec9c3554760e,0,0,41.856,0,14.954,14.954,16.482,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,9.54,970.403,976.866,2,,4242,,,,,,,,,,,,0,0,36.549,0,,3.052,402.297,404.174,4,APPL2,8.618,9.539,22.272,2,I will play myself,I think I will do a better job,2.344,56.653,58.604,2,2323,1.726,20.155,20.929,11,47,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,6,5,5,,,4982195886,,2,61688d6c15deec9c3554760e,APPL2,2323
2025-08-14 07:37:16,2025-08-14 07:50:58,IP Address,86.25.248.12,65,821,False,2025-08-14 08:37:23,R_82qNL3KT4L4ezCR,,,,,53.5332,-2.6117,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1600x900,19.341,20.421,21.992,2,I confirm my participation in the study,669053bbebafdd430e770142,47.961,58.649,59.761,2,25.677,25.677,26.82,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,32.209,294.2,300.369,3,,4242,,,,,,,,,,,,26.138,83.145,83.849,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8425757540,,3,669053bbebafdd430e770142,,
2025-08-14 07:51:30,2025-08-14 08:37:46,IP Address,5.69.93.68,100,2775,True,2025-08-14 08:37:46,R_2PMh5yQ7yuvbBSh,,,,,51.9417,-0.2845,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,93.331,95.637,96.814,2,I confirm my participation in the study,5ff454f2f0b5ed607169fba6,723.301,765.184,898.858,2,0,0,159.742,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,0.998,405.277,407.547,4,,4242,,,,,,,,,,,,0.658,51.027,164.478,2,,7.442,368.514,370.317,2,APPL2,19.276,75.489,76.532,7,I will play myself,"I need to play it myself to understand the navigation. ",2.291,44.75,50.251,2,2322,1.366,31.532,32.271,15,44,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,I did not encounter technical problems with the study.,,7439384504,,3,5ff454f2f0b5ed607169fba6,APPL2,2322
2025-08-14 08:00:48,2025-08-14 08:39:06,IP Address,85.255.234.126,100,2297,True,2025-08-14 08:39:07,R_2taJ1Mk3e9fa1Vj,,,,,51.4964,-0.1224,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,6.723,6.723,8.396,1,I confirm my participation in the study,672541915a9a5ac8b878a28e,0,0,246.549,0,0,0,43.703,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,56.432,565.697,569.216,5,,4242,,171.106,185.546,188.533,3,,6.147,827.395,834.651,3,APPL3,,,,,,,,,,,16.668,48.184,49.991,3,I will let the AI agent play,"More than 50% of the time, the AI agent choose a path of least resistance ",,,,,,2.287,28.716,31.49,11,21,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,6,6,4. Neither agree nor disagree,5,,,7741241267,,0,672541915a9a5ac8b878a28e,APPL3,APPL3
2025-08-14 07:39:16,2025-08-14 07:45:47,IP Address,160.3.40.58,35,390,False,2025-08-14 08:39:25,R_5Qm3MVdXnvES0dn,,,,,30.3557,-89.1655,anonymous,EN,Opera,120.0.0.0,Windows NT 10.0,1500x844,5.037,5.037,7.044,1,I confirm my participation in the study,6542c81d37666b59c34d1b65,34.848,74.147,75.841,4,0,0,17.255,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7569504070,,2,6542c81d37666b59c34d1b65,,
2025-08-14 07:43:10,2025-08-14 07:55:31,IP Address,109.145.211.234,35,741,False,2025-08-14 08:43:23,R_2IzRNI1HG5okeRv,,,,,51.6345,0.3528,anonymous,EN,Chrome,138.0.0.0,Macintosh,1280x800,8.693,8.693,10.369,1,I confirm my participation in the study,664e3627d723882ce7dab890,0,0,44.545,0,0,0,11.64,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9767398581,,1,664e3627d723882ce7dab890,,
2025-08-14 08:37:11,2025-08-14 08:46:15,IP Address,109.152.1.105,100,543,True,2025-08-14 08:46:16,R_8Ce2Qb6MO3A9QCw,,,,,51.4072,-0.0738,anonymous,EN,Firefox,128.0,Macintosh,1280x800,1.97,1.97,2.747,1,I confirm my participation in the study,5ea824f580b9ef228f589930,2.528,2.528,3.802,1,0,0,1.868,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,3.607,281.852,284.3,4,,4242,,,,,,,,,,,,0,0,5.828,0,,119.26,140.233,144.433,6,APPL1,4.055,5.206,15.529,2,I will let the AI agent play,I trust the AI to do a better job than me,,,,,,1.162,12.305,13.324,11,69,F,United Kingdom,,8-12 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",2,3,3,4. Neither agree nor disagree,5,,,6109189372,,4,5ea824f580b9ef228f589930,APPL1,APPL1
2025-08-14 07:46:32,2025-08-14 07:54:35,IP Address,51.146.172.148,35,482,False,2025-08-14 08:46:34,R_8MSvcMrT6krGIjG,,,,,54.92,-1.429,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1250x750,11.205,11.205,12.268,1,I confirm my participation in the study,5d8b66f5d189bd001a378273,0,0,71.681,0,0,0,13.495,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9323062450,,4,5d8b66f5d189bd001a378273,,
2025-08-14 07:50:42,2025-08-14 08:00:48,IP Address,82.30.82.217,35,605,False,2025-08-14 08:50:44,R_8OD13eZOQTbU0vS,,,,,52.0618,1.156,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,15.47,15.47,16.616,1,I confirm my participation in the study,67c36886821be870e6f02a28,0,0,144.374,0,0,0,81.052,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6447830073,,3,67c36886821be870e6f02a28,,
2025-08-14 07:51:42,2025-08-14 07:57:56,IP Address,80.7.87.176,35,374,False,2025-08-14 08:51:51,R_2qWMgz6JrBNwpJ8,,,,,51.4805,-0.0113,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,1.443,2.316,2.876,2,I confirm my participation in the study,66cb2e0bd2169db778550269,4.971,40.607,41.049,19,1.415,8.505,11.769,5,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983640859,,1,66cb2e0bd2169db778550269,,
2025-08-14 07:51:49,2025-08-14 07:53:34,IP Address,51.146.172.148,35,105,False,2025-08-14 08:51:54,R_231czppFT12ZVxi,,,,,54.92,-1.429,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,3.148,3.148,3.94,1,I confirm my participation in the study,5d8b66f5d189bd001a378273,0,0,14.975,0,0,0,2.094,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930597095,,2,5d8b66f5d189bd001a378273,,
2025-08-14 07:53:59,2025-08-14 08:15:16,IP Address,81.99.41.126,35,1277,False,2025-08-14 08:54:00,R_8gOMV3vKBMy7LWP,,,,,51.3703,0.0137,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,2.91,2.91,4.352,1,I confirm my participation in the study,677e711cdae0199f19d68029,0,0,167.493,0,0,0,65.207,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3807148342,,0,677e711cdae0199f19d68029,,
